Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
Latham & Watkins LLP,,,,"NBCUniversal Media, LLC",,3,2014,$77971.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34453
Latham & Watkins LLP,,,,Pebblebrook Hotel Trust,,3,2014,$1180.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34453
Latham & Watkins LLP,,,,"SM 10000 Property, LLC",,3,2014,$19044.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34453
Latham & Watkins LLP,,,,The Buckley School,,3,2014,$1710.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34453
Latham & Watkins LLP,,,,Tribune Media Company,,3,2014,$648.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34453
Latham & Watkins LLP,,,,"Wilshire Gayley, LLC",,3,2014,$27291.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34453
Latham & Watkins LLP,,,,"Westfield, LLC",,3,2014,$53903.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34453
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Art of Living,,3,2014,$375.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,Tony,,Bill,,3,2014,$5491.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Brookfield Office Properties,,3,2014,$11875.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,"Century City Realty, LLC",,3,2014,$71557.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,Kevin,,Chen,,3,2014,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,"CTF Development, Inc./BH Wilshire ",,3,2014,$59201.05,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Factory Made Ventures,,3,2014,$37345.11,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,Jeff,,Franklin,,3,2014,$8734.38,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,"Goldstein Planting Partners, LLC",,3,2014,$53234.22,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,LA Taxi Cooperative,,3,2014,$31379.71,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,"Nederlander of California, Inc.",,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Otis College of Art and Design,,3,2014,$19718.49,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,"Oxy Long Beach, Inc.",,3,2014,$80662.40,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,"Quattuor Investments, LLC",,3,2014,$4030.70,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,SP Plus Municipal Services,,3,2014,$7481.14,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Summit Media,,3,2014,$15862.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"3D Networks Corp., Inc.",,,,Helping Employees Learn Prosperity (HELP),,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34469
"3D Networks Corp., Inc.",,,,Larchmont Bungalow,,3,2014,$9000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34469
"3D Networks Corp., Inc.",,,,Latino Coalition of Los Angeles (Raul Claros),,3,2014,$2000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34469
Yeager Consulting Group,,,,AltaSea at the Port of Los Angeles,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34470
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Eastern Columbia HOA,,3,2014,$18187.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Merlone Geier Partners,,3,2014,$1552.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Paris West Companies,,3,2014,$1718.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34467
Veronica Perez & Associates,,,,8minutenergy Renewables LLC,,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34473
Veronica Perez & Associates,,,,"Airport Connection, Inc.",,3,2014,$8500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34473
Veronica Perez & Associates,,,,Arcadis US Inc.,,3,2014,$21000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34473
Veronica Perez & Associates,,,,OUTFRONT Media (previously CBS Outdoor),,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34473
Veronica Perez & Associates,,,,McDonald's Corporation,,3,2014,$23500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34473
Veronica Perez & Associates,,,,RAI Services Company/VUSE,,3,2014,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34473
Marathon Communications Inc,,,,Academy of Motion Picture Arts and Sciences,,3,2014,$34485.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,Bechtel Infrastructure Corporation,,3,2014,$25368.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,Burbank-Glendale-Pasadena Airport Authority,,3,2014,$32000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,DFS North America,,3,2014,$8000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,iStar Financial,,3,2014,$38649.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,Millennium Partners,,3,2014,$4400.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,"PHR LA Mart, LLC",,3,2014,$15335.94,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,"Consolidated Disposal Service, L.L.C. dba Republic Services",,3,2014,$16000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,The Ratkovich Company,,3,2014,$2881.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,Townscape Partners,,3,2014,$42233.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,Travelex Currency Services Inc.,,3,2014,$26481.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
Marathon Communications Inc,,,,"Wilson University Gateway, LLC",,3,2014,$8175.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34485
California Public Strategies,,,,Hexagon Corporation,,3,2014,$21750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34488
California Public Strategies,,,,David Gershwin Consulting,,3,2014,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34488
Gaines & Stacey LLP,,,,2004 Soraiya Hanasab Trust,,3,2014,$4000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34491
Gaines & Stacey LLP,,,,Brentwood Stakeholders,,3,2014,$10953.94,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34491
Gaines & Stacey LLP,,,,Community Recycling,,3,2014,$11453.04,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34491
Gaines & Stacey LLP,,Dan,,Hosseini,,3,2014,$3698.01,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34491
Gaines & Stacey LLP,,,,Snowball West Investment LP,,3,2014,$30013.99,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34491
Gaines & Stacey LLP,,,,Thomas Safran & Associates,,3,2014,$1145.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34491
Gaines & Stacey LLP,,,,Vons,,3,2014,$431.40,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34491
Gaines & Stacey LLP,,,,WH Winnetka 60 LLC,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34491
Ken Spiker And Assoc Inc,,,,Air Products and Chemicals Inc,,3,2014,$4500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34494
Ken Spiker And Assoc Inc,,,,"Foresters Financial Services, Inc.",,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34494
Ken Spiker And Assoc Inc,,,,L&R Group of Companies,,3,2014,$2500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34494
Ken Spiker And Assoc Inc,,,,Los Angeles Parking Association,,3,2014,$9000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34494
Ken Spiker And Assoc Inc,,,,"Parking Concepts, Inc.",,3,2014,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34494
Ken Spiker And Assoc Inc,,,,Retired LA City Employees Inc,,3,2014,$9000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34494
Ken Spiker And Assoc Inc,,,,"United Valet Parking, Inc.",,3,2014,$1500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34494
Handelman Consulting Inc,,,,Alliance Residential Company,,3,2014,$12855.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,"Armstrong Development Properties, Inc",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,B & F Associates,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,Carnegie Hills Properties,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,Champion Real Estate Company,,3,2014,$13000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,Clarett West Development,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,DLJ Real Estate Capital Partners,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,Essex Property Trust,,3,2014,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,IMT Capital II Sherman Oaks LLC,,3,2014,$19500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,Robertson Properties Group,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,The Robert Green Company,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
Handelman Consulting Inc,,,,Urbon-Blox,,3,2014,$7000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
The Santa Maria Group,,,,Fallbrook Multifamily Investments,,3,2014,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34515
Handelman Consulting Inc,,,,Ventura Restaurant Group,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34514
The Santa Maria Group,,,,Han Kook Trading,,3,2014,$35000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34515
The Santa Maria Group,,,,Lite Solar,,3,2014,$27000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34515
The Santa Maria Group,,,,Vista Charter Schools,,3,2014,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34515
The Santa Maria Group,,,,Woodbury University,,3,2014,$14000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34515
Mayer Brown LLP,,,,Harvard-Westlake School,,3,2014,$13000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34282
Mayer Brown LLP,,,,PH LA Mart LLC,,3,2014,$15600.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34282
Mayer Brown LLP,,,,Summit Media LLC,,3,2014,$18737.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34282
Mayer Brown LLP,,Jason,,Teague,,3,2014,$6500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34282
Mayer Brown LLP,,,,iStar Financial,,3,2014,$22750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34282
Mayer Brown LLP,,,,Rescore Hollywood LLC,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34282
Sharon Douglas,,,,Forest City,,3,2014,$11322.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34522
Sharon Douglas,,,,Holland Partners,,3,2014,$33100.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34522
"Alpert Barr & Grant, A Professional Law Corporation",,,,Jordan Sherman LLC,,3,2014,$7131.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34528
"Alpert Barr & Grant, A Professional Law Corporation",,,,"North Hollywood Industrial, LLC By:  IDS Real Estate Group",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34528
"Alpert Barr & Grant, A Professional Law Corporation",,,,"Playa Capital Company, LLC",,3,2014,$46829.90,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34528
"Alpert Barr & Grant, A Professional Law Corporation",,,,"Lincoln Property Company (LPC) West, LLC",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34528
"Alpert Barr & Grant, A Professional Law Corporation",,,,Time Warner Communications,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34528
"Craig Lawson & Co., LLC",,,,1200 S. Figueroa LLC,,3,2014,$18572.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,233 W. Washington LLC,,3,2014,$10904.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,28th Church,,3,2014,$676.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Astani Enterprises Inc.,,3,2014,$2172.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,A Community of Friends,,3,2014,$15828.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,UBS Realty,,3,2014,$4445.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,UDR,,3,2014,$5048.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Abode Communities,,3,2014,$53237.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Action Investment Group,,3,2014,$645.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Alameda & Fourth LLC,,3,2014,$7378.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Amacon Construction Ltd.,,3,2014,$24955.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,McGregor Brown Co.,,3,2014,$16702.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Bentley Realty Partners,,3,2014,$20259.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Boss Law Firm,,3,2014,$116.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Camden USA,,3,2014,$2123.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Career Lofts - LA,,3,2014,$15281.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,CIM Group,,3,2014,$27237.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Combined Properties,,3,2014,$19327.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Carmel Partners Inc.,,3,2014,$4072.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Trumark Urban,,3,2014,$22801.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,DHG Family Trust,,3,2014,$13685.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",Dr.,Isaac,,Verbukh,,3,2014,$7225.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,DTLA 6th Street Partners LLC,,3,2014,$11199.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Edge Architecture,,3,2014,$22411.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Equity Residential,,3,2014,$3215.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Greenland US Holding Co.,,3,2014,$141214.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Tooley Interests,,3,2014,$2528.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,The Hanover Company,,3,2014,$2432.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Harold Richards LLC,,3,2014,$4482.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Holland Partners,,3,2014,$15653.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,John & Sons LLC,,3,2014,$10687.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Kaiser Foundation Health Plan Inc.,,3,2014,$45044.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Kevin Daly Architects,,3,2014,$806.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,KW Victory Plaza,,3,2014,$2274.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,LA Main Affiliates LLC,,3,2014,$8380.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
"Craig Lawson & Co., LLC",,,,Legal Aid Foundation of Los Angeles,,3,2014,$13846.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34531
Steptoe & Johnson LLP,,,,Lamar Advertising Co.,,3,2014,$10665.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34535
The CrisCom Company,,,,Duncan Solutions,,3,2014,$10500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34285
The CrisCom Company,,,,Lanier Parking Solutions,,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34285
Katten Muchin Rosenman LLP,,,,Leo Baeck Temple,,3,2014,$14030.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34545
Katten Muchin Rosenman LLP,,,,"Book City News, Inc.",,3,2014,$144.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34545
Molina Consulting,,,,Hudson Group A Dufry Company,,3,2014,$18000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34548
Molina Consulting,,,,JC Decaux,,3,2014,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34548
Molina Consulting,,,,Menzies Aviation,,3,2014,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34548
Molina Consulting,,,,Park N Fly,,3,2014,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34548
Molina Consulting,,,,Parking Concepts Inc.,,3,2014,$6000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34548
Stacy Miller Public Affairs,,,,Los Angeles Outdoor Advertising Coalition,,3,2014,$51500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34549
Molina Consulting,,,,Planet Aid,,3,2014,$9000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34548
Molina Consulting,,,,Servisair,,3,2014,$2000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34548
Englander Knabe and Allen,,,,300 South Robertson LLC,,3,2014,$6125.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34399
Englander Knabe and Allen,,,,"4G Wireless, Inc.",,3,2014,$26350.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34399
Englander Knabe and Allen,,,,"Accela, Inc.",,3,2014,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34399
Englander Knabe and Allen,,,,American Golf Corporation,,3,2014,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34399
Englander Knabe and Allen,,,,American Hotel & Lodging Association,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34399
Englander Knabe and Allen,,,,Art of Living Foundation USA,,3,2014,$7203.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34399
Englander Knabe and Allen,,,,AT&T Enterprise Services (AT & T and its affiliates),,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34399
Englander Knabe and Allen,,,,Avaya,,3,2014,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34399
"Kosmont & Associates, Inc. dba Kosmont Companies",,,,Gateway to L.A. PBID,,3,2014,$6647.30,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=34571
